11 83.06 0.744801
12 84.3412 2.31032
13 83.7268 2.35466
14 85.1145 2.36713
15 85.3223 2.38476
16 88.1664 2.36602
17 87.1833 2.4524
18 87.3637 2.42945
19 91.3873 2.30006
20 89.5077 2.47821
21 89.3302 2.50845
22 90.9466 2.52826
23 90.7789 2.53903
24 93.3356 2.4982
25 91.8467 2.58843
26 94.3169 2.55548
27 100.466 2.46181
28 95.8093 2.7117
29 98.6362 2.55287
30 111.353 2.29891
31 99.78 1.18433
32 109.616 2.49527
33 100.432 2.91729
34 101.769 2.75919
35 115.415 2.51686
36 111.828 2.71223
37 110.717 2.71455
38 118.374 2.70378
39 113.367 2.8769
40 108.827 2.97373
41 112.597 2.8686
42 109.072 3.08618
43 119.461 2.72747
44 110.029 3.12753
45 113.561 2.84523
46 123.591 2.99034
47 117.092 3.10263
48 120.122 2.81338
49 114.362 3.06074
50 115.047 3.05165
51 111.54 1.23263
52 112.891 2.97386
53 125.698 2.79378
54 135.994 3.15885
55 120.16 3.25968
56 152.583 3.49552
57 133.132 3.26484
58 154.763 3.58266
59 154.875 3.74252
60 153.078 3.4585
61 150.882 3.14777
62 159.998 4.28715
63 166.56 4.51455
64 160.571 4.46146
65 159.331 4.15322
66 166.067 4.36157
67 168.161 4.5754
68 158.283 4.05122
69 166.526 4.32305
70 156.631 3.30871
71 145.96 3.03433
72 135.639 2.80226
73 166.773 3.55927
74 169.235 4.51756
75 174.985 4.68104
76 173.24 4.79544
77 176.105 4.71105
78 181.202 4.89408
79 179.064 4.88027
80 185.081 4.99099
81 156.062 3.3172
82 178.501 4.39843
83 184.39 5.0133
84 177.668 4.96739
85 184.233 4.99698
86 192.505 5.19644
87 190.87 5.22856
88 176.557 4.62016
89 181.511 4.00739
90 172.37 3.6995
91 163.76 3.0151
92 187.195 4.80259
93 184.364 5.03847
94 183.967 5.03531
95 187.119 4.99097
96 177.602 4.37271
97 185.652 4.49618
98 182.393 4.21108
99 190.968 4.93908
100 180.899 4.62519
101 196.538 5.13805
102 182.891 4.5843
103 202.878 5.17523
104 196.818 5.25264
105 183.276 3.5492
106 198.886 5.10935
107 205.738 5.1229
108 203.515 5.55823
109 207.65 5.5856
110 203.313 5.54887
111 170.94 3.02303
112 207.959 4.94013
113 216.339 5.75037
114 208.887 5.72239
115 216.978 5.83345
116 211.48 5.87309
117 203.49 5.27908
118 218.83 5.76673
119 192.337 3.80979
120 219.067 5.60738
121 222.181 6.00317
122 211.484 5.87293
123 209.65 5.31723
124 217.453 5.39864
125 224.489 5.87421
126 217.45 4.69716
127 216.169 5.34411
128 195.383 4.70159
129 225.908 5.4433
130 204.858 4.71271
131 198.26 3.31708
132 225.725 5.72494
133 218.555 4.9963
134 229.091 5.94974
135 208.162 5.26058
136 222.363 5.79726
137 214.067 4.6002
138 227.081 6.04473
139 228.782 6.13865
140 230.076 6.31357
141 228.262 6.14189
142 235.365 6.30586
143 225.647 5.42175
144 221.133 5.84075
145 224.783 6.14993
146 231.536 6.16162
147 236.051 6.37043
148 225.401 6.03453
149 239.348 6.20167
150 215.627 5.47004
151 207.44 3.64397
152 239.069 5.87648
153 230.721 5.8138
154 237.514 6.32804
155 235.37 6.3058
156 241.807 6.38311
157 247.536 6.34603
158 236.491 6.49301
159 237.43 5.97203
160 245.689 6.36771
161 243.854 6.31006
162 238.997 6.3811
163 249.56 6.58201
164 251.791 6.61527
165 222.496 4.97653
166 229.69 5.10697
167 247.834 6.33951
168 248.377 6.50279
169 240.608 6.48386
170 248.972 6.32426
171 230.82 4.71421
172 251.916 6.42895
173 237.698 5.32705
174 254.734 6.59456
175 253.135 6.81822
176 262.343 6.8201
177 251.007 5.69716
178 266.36 7.00129
179 255.287 6.03999
180 265.626 6.95591
181 261.513 7.01928
182 262.73 7.18822
183 261.955 6.91832
184 221.899 5.48253
185 239.118 3.98148
186 264.562 6.22168
187 274.191 7.39727
188 254.904 6.81666
189 268.758 6.92451
190 273.555 7.30491
191 244.86 4.1233
192 272.837 6.69364
193 268.597 6.82934
194 271.012 7.06556
195 271.48 7.14056
196 261.41 6.2332
