101 0.000101563 1.65381e-06
102 2.13814e-05 2.47452e-07
103 2.22485e-05 2.28945e-07
104 2.04881e-05 2.11774e-08
105 2.15312e-05 1.04959e-07
106 2.12313e-05 7.56342e-08
107 2.28156e-05 1.04366e-07
108 2.2482e-05 1.55346e-07
109 2.28787e-05 4.47871e-08
110 2.24072e-05 1.00157e-07
111 2.32935e-05 1.17787e-07
112 2.25732e-05 7.10478e-08
113 2.24339e-05 1.28561e-07
114 2.28186e-05 6.15363e-08
115 2.3882e-05 1.09577e-07
116 2.44747e-05 1.27415e-07
117 2.28162e-05 8.28647e-08
118 2.28245e-05 5.96417e-08
119 2.35771e-05 1.7042e-07
120 2.49964e-05 1.14186e-07
